Date,Rocket Name,Price,Payload to LEO,Payload to GTO,Location,Outcome
2024-10-18T23:31:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-10-20T05:13:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-10-22T00:10:00Z,Long March 6,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2024-10-23T01:09:00Z,Long March 2C,N/A,3.85,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2024-10-23T15:27:00Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2024-10-23T21:47:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-10-24T17:14:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-10-26T21:47:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-10-29T20:27:34Z,Long March 2F/G,N/A,8.40,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2024-10-30T12:07:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-10-30T21:10:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-10-31T07:51:31Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2024-11-04T06:48:00Z,H3-22,"$50,000,000",N/A,5.40,"Tanegashima Space Center, Japan",Launch Successful
2024-11-04T23:18:40Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Vostochny Cosmodrome, Siberia, Russian Federation",Launch Successful
2024-11-05T02:29:31Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2024-11-05T10:54:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2024-11-07T20:19:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-11-09T03:39:00Z,Long March 2C,N/A,3.85,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2024-11-09T06:14:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-11-11T04:03:00Z,Kinetica 1,N/A,2.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2024-11-11T17:22:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2024-11-11T21:28:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-11-13T22:42:00Z,Long March 4B,N/A,4.20,1.50,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2024-11-14T05:23:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-11-14T13:21:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-11-15T15:13:18Z,Long March 7,N/A,13.50,5.50,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2024-11-17T22:28:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2024-11-18T05:53:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-11-18T18:31:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-11-19T22:00:00Z,Starship V1,N/A,15.00,N/A,"SpaceX Starbase, TX, USA",Launch Successful
2024-11-21T12:22:23Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2024-11-21T16:07:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-11-22T15:30:00Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2024-11-24T05:25:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-11-24T06:00:00Z,Electron,"$6,000,000",0.30,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2024-11-24T23:39:00Z,Long March 2C,N/A,3.85,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2024-11-25T03:55:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2024-11-25T10:02:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-11-27T02:00:00Z,Zhuque-2E,N/A,6.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2024-11-27T04:41:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2024-11-29T21:50:25Z,Soyuz 2.1a Fregat-M,"$80,000,000",7.02,N/A,"Vostochny Cosmodrome, Siberia, Russian Federation",Launch Successful
2024-11-30T05:00:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-11-30T08:10:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-11-30T14:25:00Z,Long March 12,N/A,12.00,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2024-12-03T05:56:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2024-12-04T04:46:00Z,Kuaizhou 1A,N/A,0.30,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2024-12-04T10:13:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-12-04T18:03:13Z,Soyuz 2.1b,"$80,000,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2024-12-05T03:05:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-12-05T04:41:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2024-12-05T10:34:00Z,PSLV XL,N/A,N/A,N/A,"Satish Dhawan Space Centre, India",Launch Successful
2024-12-05T16:10:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2024-12-05T21:20:33Z,Vega-C,"$48,000,000",3.30,N/A,"Guiana Space Centre, French Guiana",Launch Successful
2024-12-06T03:14:00Z,Simorgh,N/A,N/A,N/A,"Semnan Space Center, Islamic Republic of Iran",Launch Successful
2024-12-08T05:12:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-12-12T07:17:00Z,Long March 2D/YZ-3,N/A,N/A,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2024-12-13T21:55:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-12-14T01:00:00Z,Electron,"$6,000,000",0.30,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2024-12-16T10:00:00Z,Long March 5B/YZ-2,N/A,N/A,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2024-12-16T18:50:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2024-12-17T00:52:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-12-17T13:19:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-12-17T22:26:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2024-12-18T02:00:00Z,Kii-based Advanced & Instant ROcket System,"$9,000,000",0.25,N/A,"Spaceport Kii, Japan",Launch Failure
2024-12-19T10:18:00Z,Ceres-1S,N/A,0.35,N/A,Haiyang Oriental Spaceport,Launch Successful
2024-12-20T15:12:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2024-12-21T11:34:24Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-12-21T14:17:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2024-12-23T05:35:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2024-12-25T07:45:42Z,Soyuz 2.1b,"$80,000,000",8.20,3.25,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2024-12-27T01:03:31Z,Kinetica 1,N/A,2.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Failure
2024-12-29T01:58:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2024-12-29T05:00:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2024-12-30T16:30:15Z,PSLV-CA,"$16,000,000",3.80,1.20,"Satish Dhawan Space Centre, India",Launch Successful
2024-12-31T05:39:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-01-04T01:27:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-01-06T20:00:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-01-06T20:43:59Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-01-08T15:27:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-01-10T03:53:49Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-01-10T19:11:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-01-13T03:00:00Z,Smart Dragon 3,N/A,N/A,N/A,Haiyang Oriental Spaceport,Launch Successful
2025-01-13T16:47:09Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-01-14T19:09:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-01-15T06:11:39Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-01-16T07:03:00Z,New Glenn,N/A,45.00,13.00,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-01-16T22:37:00Z,Starship V2,N/A,35.00,N/A,"SpaceX Starbase, TX, USA",Launch Failure
2025-01-17T04:07:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-01-20T10:11:00Z,Ceres-1,N/A,0.35,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-01-21T05:24:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-01-21T15:45:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-01-23T05:15:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2025-01-23T15:32:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-01-24T14:07:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-01-27T22:05:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-01-29T00:53:00Z,GSLV Mk. II,N/A,N/A,2.50,"Satish Dhawan Space Centre, India",Launch Successful
2025-01-30T01:34:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-02-01T23:02:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-02-02T08:30:00Z,H3-22,"$50,000,000",N/A,5.40,"Tanegashima Space Center, Japan",Launch Successful
2025-02-04T10:15:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-02-04T16:00:00Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2025-02-04T23:13:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-02-05T03:59:24Z,Soyuz 2.1v Volga,N/A,2.85,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2025-02-08T19:18:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-02-08T20:43:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-02-11T02:09:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-02-11T09:30:00Z,Long March 8A,N/A,9.80,3.50,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-02-11T18:53:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-02-15T06:14:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-02-18T23:17:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-02-18T23:21:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-02-21T15:19:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-02-22T12:11:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-02-23T01:38:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-02-25T15:49:11Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2025-02-27T00:16:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-02-27T03:34:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-02-27T07:08:00Z,Long March 2C,N/A,3.85,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-02-27T21:24:27Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2025-03-01T10:00:00Z,Kuaizhou 1A,N/A,0.30,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Failure
2025-03-02T22:22:17Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2025-03-03T02:24:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-03-06T16:24:26Z,Ariane 62,"$85,000,000",10.90,5.10,"Guiana Space Centre, French Guiana",Launch Successful
2025-03-06T23:30:00Z,Starship V2,N/A,35.00,N/A,"SpaceX Starbase, TX, USA",Launch Failure
2025-03-09T17:17:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-03-11T16:38:00Z,Long March 8,N/A,8.10,2.80,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-03-12T03:10:12Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-03-13T02:35:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-03-14T23:03:48Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-03-15T00:00:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-03-15T04:11:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-03-15T06:43:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-03-15T11:35:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-03-16T10:49:26Z,Angara 1.2,"$31,000,000",3.70,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2025-03-17T08:07:00Z,Ceres-1,N/A,0.35,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-03-18T01:31:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-03-18T19:57:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-03-21T06:49:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-03-21T11:07:00Z,Ceres-1,N/A,0.35,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-03-24T17:48:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-03-26T15:30:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-03-26T15:55:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-03-26T22:11:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-03-29T16:05:00Z,Long March 7A,N/A,N/A,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-03-30T10:30:00Z,Spectrum,N/A,1.00,N/A,Andøya Spaceport,Launch Failure
2025-03-31T19:52:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-04-01T01:46:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-04-01T04:00:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-04-03T02:12:00Z,Long March 6,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2025-04-04T01:02:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-04-06T03:07:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-04-07T23:06:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-04-08T05:47:15Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2025-04-10T16:47:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-04-12T12:25:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-04-13T00:53:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-04-14T04:00:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-04-14T13:30:00Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2025-04-16T19:33:00Z,Minotaur IV,N/A,1.74,N/A,"Vandenberg SFB, CA, USA",Launch Successful
2025-04-18T22:51:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2025-04-20T12:29:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-04-21T08:15:45Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-04-22T00:48:34Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-04-24T09:17:31Z,Long March 2F/G,N/A,8.40,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-04-25T01:52:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-04-27T15:54:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-04-28T02:09:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-04-28T20:10:00Z,Long March 5B/YZ-2,N/A,N/A,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-04-28T20:42:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-04-28T23:01:00Z,Atlas V 551,"$153,000,000",18.85,8.89,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-04-29T02:34:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-04-29T09:15:52Z,Vega-C,"$48,000,000",3.30,N/A,"Guiana Space Centre, French Guiana",Launch Successful
2025-04-29T13:37:00Z,Firefly Alpha,"$15,000,000",1.00,N/A,"Vandenberg SFB, CA, USA",Launch Failure
2025-05-02T01:51:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-05-04T08:54:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-05-07T01:17:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-05-10T00:19:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-05-10T06:28:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-05-11T13:27:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2025-05-12T18:09:00Z,Long March 3C/E,N/A,8.00,3.90,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-05-13T01:15:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-05-13T05:02:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-05-14T04:12:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-05-14T16:38:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-05-16T13:43:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-05-17T04:12:00Z,Zhuque-2E,N/A,6.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-05-17T08:17:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-05-18T00:29:00Z,PSLV XL,N/A,N/A,N/A,"Satish Dhawan Space Centre, India",Launch Failure
2025-05-19T07:38:00Z,Ceres-1S,N/A,0.35,N/A,Haiyang Oriental Spaceport,Launch Successful
2025-05-20T11:50:00Z,Long March 7A,N/A,N/A,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-05-21T03:19:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-05-21T04:05:00Z,Kinetica 1,N/A,2.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-05-23T08:36:00Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2025-05-23T22:32:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-05-24T17:19:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-05-27T16:57:15Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-05-27T23:36:00Z,Starship V2,N/A,35.00,N/A,"SpaceX Starbase, TX, USA",Launch Failure
2025-05-28T13:30:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-05-28T17:31:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-05-29T04:12:00Z,Long March 4B,N/A,4.20,1.50,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-05-30T17:37:59Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-05-31T13:39:11Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2025-05-31T20:10:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-06-02T23:57:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-06-03T04:43:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-06-04T23:40:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-06-05T20:45:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
